"id","name","number","email","address","lat","long","area","dob","sq_feet","store_image","ownername","ownernumber","contactname","contactnumber",
"434","Palods  Super  Shoppe","9822081484","","Main Road, Mahabaleshwar","0","0","Mahabaleshwar / Panchgani","0000-00-00","200","","Ragendra  Palod","9822081484","Ragendra  Palod","9822081484",
"435","Prince  Novelty","260438","","6,Dr. Sabne. Road, Mahabaleshwar.","17.9247283","73.6576566","Mahabaleshwar / Panchgani","0000-00-00","300","","Narendra Shete","9422090338","Narendra Shete","9422090338",
"436","Mother and child","25769571","","CA /6,Deshbandhu Hagar Road, Baguiati.Kolkata","22.6102547","88.4275377","Shyam Bazaar/ Podiya Pukur/ Kakurgachi/ Lake Town/ Baguwadi","0000-00-00","0","","","","dharasnang","9339994473",
"437","Broadway Book Centre","2233338","info@booksingoa.com","Caculo enclave,st.Inez, panaji, goa","0","0","Panjim","2014-10-14","4000","","Khalid Ahmed","9822488564","Mohit","9960272676",
"438","Happy Kids","2233382","happykidstoy36@yahoo.in","Caculo mall, shop no. T-2,3rd floor, nr. Fire brigade, st. Inez, panjim, goa.","0","0","Panjim","2014-10-14","500","","Pradeep","9373399452","Pradeep","9921012244",
"439","Neel  Collections","240564","davenilesh564@gmail.com","Main. Road. Panchgani.","17.9239616","73.7989916","Mahabaleshwar / Panchgani","0000-00-00","150","","paresh dave","9937100707","Paresh Dave","9637100707",
"440","Raasei Designs","24892783","rasidesigns@yahoo.co.in","1,subba street, west mambalam Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","300","","Ravi","9444022783","Ravi","9444022783",
"441","Luckys The   Friendly Stores","240221","mecotex@hotmail.com","Main. Road,  Panchgani","0","0","Mahabaleshwar / Panchgani","0000-00-00","150","","Ashok","9890517869","Ashok","9890517869",
"442","Lifestyle","","","CF/120swimming pool sector 1 Saltlake kolkata","22.5933241","88.41524","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","G,Roy","9830049565",
"443","precious moments","9822335248","ragsishere@rediffmail.com","Main. Road panchgani","0","0","Mahabaleshwar / Panchgani","0000-00-00","300","","Rajiv","9822335248","Rajiv  kapadiya","9822335248",
"444","KIDS    ZONE","9822263504","","23, Niranjan Complex. Sus. Road","0","0","BANER / PASHAN","0000-00-00","0","","","","Mr.  BHONGLE","9822263504",
"445","Stricker","","","2/1A Shibdas Bidhur Street kolkata","22.59885","88.3738432","Shyam Bazaar/ Podiya Pukur/ Kakurgachi/ Lake Town/ Baguwadi","0000-00-00","0","","","","L.m.Mallick","9874605084",
"446","Dollars & Pounds","43514080","vsn7@hotmail.com","#44,sardar Patel road (near lit)Adyar Chennai","0","0","ADYAR/ THIRUVANMYUR/ BESANT NAGER/ KOTTIVAKKAM/ OMR/ VELACHERY","0000-00-00","400","","Navab","9566230079","Riyaz","9566230079",
"447","Walk Over","2220304","walkover_tav@yahoo.com","M/s. Tavora agencies, trionara apartments, municipal market area, panjim, goa.","0","0","Panjim","2014-10-14","1000","","Vrida Tavora","9764242942","Vrida","9764242942",
"448","Naidu Hall (T.nagar)","4442151","info@naiduhall.co.in","#56pondy bazaar T.nagar .,Chennai","13.0403383","80.2388633","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","400","","Balaji","9600021511","Sathish","9600021511",
"449","Toy Land","9545565815","","Shop 15, near municipal market, panjim","0","0","Panjim","2014-10-14","200","","Abzal","9545565815","Abzal bhai","9545565815",
"450","Karmally","28939393","karmally@gmail.com","Karmally Glass Tower, Near Geeta Bakery, Opp. Traffic Cell, S V Road, Panjim, Goa","17","18","Panjim","1969-12-31","2000","","Muner","9322239876","Muner","9322239876",
"451","kiddis junction","222362","","Kanchan 2 plot 281 sector 1 a opp mamlatdar office gandhidham kutch","0","0","Gandhidham City","0000-00-00","1200","","dhagwan ji","9904955540","bhagwan ji","9904955540",
"452","manglam","---------","kalapi.print@gmail.com","Shop no 1 plot no 36 sector 1 A b/h Gandhi market gandhidham kutch","0","0","Gandhidham City","0000-00-00","700","","navin","9727880744","navin","9727880744",
"453","adhunik","235321","adhunik11@rocketmail.com","Sdx s 90 near bhai pratap circle opp navjivan hospital, gandhidham","0","0","Gandhidham City","0000-00-00","800","","rakesh","9426731510","rakesh","9426731510",
"454","kandla tradelink pvt ltd/ cross word","238004","ktpl@kandlagroup.com","Basement floor plot no 342 opp v mart near banking circle gandhidham","0","0","Gandhidham City","0000-00-00","2000","","nilesh","9909669966","farida","9909669966",
"455","vimal sports & stationers","221019","vimalsport@gmail.com","Plot no 257 ward 12/b opp hotel president gandhidham","0","0","Gandhidham City","0000-00-00","1400","","vineet","9979064488","vineet","9979064488",
"456","a one","---------","","Near Arjan store gandhidham","0","0","Gandhidham City","0000-00-00","300","","patil","9426357993","patil","9426357993",
"457","mahavir super market","9879767622","paringala007@gmail.com","Mundra Baron road mundra","0","0","Mundra City","0000-00-00","2500","","parin","9879767622","parin","9879767622",
"458","Singapore gallery","","","Said mandir kaatyani market b block Indra nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","300","","","","Mr Rajan","09792244122",
"459","universal book centre","05222352387","","Near bhooth bath temple Indra nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","800","","","","Mr vina gopal","05222352387",
"460","suri store","","","Shop no 27 bhooth bath market Indra nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","200","","","","Mr virender suri","09455700000",
"461","paris corner","05222353567","","Shop no 34 bhooth Nath market Indra nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","150","","","","Mr Giresh","09839081970",
"462","Maakali sports","0522-2392330","","3/289 given Khand gomti nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","100","","","","Mr mohan","09336444473",
"463","universal bookseller","05222391994","","1/10 vevek khand gomti nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","600","","","","Mr garav","09839011437",
"464","handicraft gallery","","","7&8 laxmi vardan patrkarpuram gomti nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","150","","","","Mr sanjeev","09984533338",
"465","tinny tots 1","05223040258","","Patarkarpuram Gomti nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","300","","","","Mr pankaj","09415159528",
"466","ramaz","","","5&6 laxmi vardan complex patarkarpuram gomti nagar","0","0","Gomti Nagar / Bhutnath / Mahanagar","0000-00-00","140","","","","Mr rajesh arora","008090134008",
"467","Baby  store ( AV agencies)","","","Nizampet","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","1000","","Quyam","9849020759","Hamed","9966474790",
"468","Singapore shoppee (Adambakkam)","22453555","","46,karuneegar street, adambakkam, Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","300","","nausadsli","9952238048","irshadali","9952238048",
"469","My Toyz","32212132","Azam@aol.in","325/1, cmh road, indiranagar, Bangalore.","0","0","Indranagar / Thippsandra / Commercial St.","0000-00-00","1300","","Azam","9845015667","vinod","7760642111",
"470","Toy zone","9891749511","","Shop no 2,Ground floor,sarbati niwas near matkewali Bali,jwala hero MKT,
Pachim Bihar new delhi","0","0","Dwarka / Janakpuri/ Vikaspuri/ Jwalahedi/ Punjabi Baug/ Paschim Vihar / Tilak Nagar","0000-00-00","0","","Manish verma","","Manish verma","9891749511",
"471","Mangal Murthi Collections","2759009","","Shop no. G-5, Phoenix, Gogol, p. O. Fatorda, Margao, goa.","0","0","Madgaon","2014-10-15","350","","Mahesh","9404756442","Mahesh Kamat","94208206231",
"472","C. B. Verencar Traders","2733433","rvcbvt@gmail.com","60, new Market, martires dias Road, nr. Pick-up Stand, margao, goa.","0","0","Madgaon","1966-12-30","1000","","Rajesh","9822102091","Rajesh","9822102091",
"473","Sayali  Toys","9767574242","nileshgaikwad268@gmail.com","Lunavat Complex, Shop No,6. Kothrood. Bus. Stand,Kothrood Pune.","0","0","KOTHRUD","0000-00-00","150","","Nelesh Gaikwad","9767574242","Nelesh Gaikwad","9767574242",
"474","Ambika Stores","2737029","","Ashok building, new market,margaon, goa","0","0","Madgaon","1973-12-01","400","","Mayur","9822165631","Mayur","9767736631",
"475","Little champs","2500260","littllechamp@yahoo.in","C/19a,m,s,market, new station road rourkela","22.225973","84.8652759","Rourkela - City","0000-00-00","0","","","","jarandeep singh","9937114004",
"476","Leo Bags ( Madambakkam)","22280086","leobags@yahoo.in","#28,Madambakkam main road, Gandhi nagar, rajakilpakkam, Chenna","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","500","","Prabhakaran & Sekar","9790884836","R.sakthive","9790884836",
"477","Mathura  Variety","25383020","babulalchoudhary10040@gmail.com","Kumar Parisar,  Gandhi. Bhavan,  Shop. No.11,  Kothrood,  Pune.","0","0","KOTHRUD","0000-00-00","300","","Ramlal  Chaudhary","8623860089","R.  B.  Choudhary","8623860089",
"478","Pallavi,s Mom & kids","6053772","balodia@rediffmail.com","Near Mangal Bhawan, main road rourkela,","22.227919","84.8497838","Rourkela - City","0000-00-00","0","","","","Pradeep","9437045545",
"479","Saim Toyz","","","72, next to police station, commercial street, Bangalore.","0","0","Indranagar / Thippsandra / Commercial St.","0000-00-00","250","","Sarfaraaz","9341163785","shabbir","9916288577",
"480","Top in Town","","topintownretail@gmail.com","369 NAL Wind Tunnel Road, Murugeshpalya, Bangalore.","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","0000-00-00","1500","","Ismail","8951598123","mohammed","8951598123",
"481","Kids & me ( medavakkam)","7200080775","mhdthameem1556@gmail.com","1/883, perumbakkam main road, medavakkam, Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","400","","Mohamed thameem","7200080775","Mohamed thameem","7200080775",
"482","Dineyworld","3200280","","On bhawan,power house road rourkela","22.2263923","84.8521662","Rourkela - City","0000-00-00","0","","","","jitendra","9437082454",
"483","Cuddles Ngiggles (jalladampet)","64522279","cuddlesngiggles0@gmail.com","No.4/374, Pillaiyar koil street, pallavan nagar, perumbakkam main road, jalladampet, Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","400","","Sunil","9566004555","Sunil","9566004555",
"484","jindal cosmetics(needs)","","","Budhram market, kachery road,rourkela","22.2266701","84.8484982","Rourkela - City","0000-00-00","0","","","","mrutunjaya","9937071891",
"485","Choice Centre","","achaldesai.desai@gmail.com","Dada vaidya chowk,ponds , goa.","0","0","Ponda","1970-07-30","300","","Achal Desai","9673499566","Aarti","9822685109",
"486","Kimkan Island","9823866873","kimkanisland@gmail.com","1st floor,Luis gonzaga regency, opp. Kalpana ice-cream parlour, shantinagar ponds, goa.","0","0","Ponda","1982-02-28","1800","","shimona vales","9922001549","Shimona Vales","9823866873",
"487","Roop sringar plaza","","","Kachery road, rourkela","22.2246465","84.8475232","Rourkela - City","0000-00-00","0","","","","Rahul","7854949877",
"488","Satyam Gift & Greeting Gallery","9892689412","sgrajpurohit40@gmail.com","Shop No. 2, bullet apartment, nr. College camp, opp.municipal garden, ponda- goa.","0","0","Ponda","1977-07-21","400","","Chetan","9637379292","Chetan","9892689412",
"489","Toyland","","brijbalajgd@gmail.com","1, mulla building, ponds, goa.","0","0","Ponda","1955-01-02","400","","Brij Bala Gupta","7507388855","Brij Bala Gupta","7507388855",
"490","swaminaryan consumer store","250344","","Meharchowk Waniya waad bhuj","0","0","Bhuj City","0000-00-00","600","","husmukh bhai","9879080961","jagdish","9825563839",
"491","appu novelties","9033166425","","Behind ambaji temple hospital road bhuj","0","0","Bhuj City","0000-00-00","400","","dharmesh","9824246238","dharmesh","9824246238",
"492","maha siddhi","-------","vipulmehta1989@yahoo.in","Divyamani 1st floor opp kuk kum saree waniyawad bhuj","0","0","Bhuj City","0000-00-00","900","","vipul","9033407709","vipul","9033407709",
"493","maha kali shopping mall","-------","","Jubliee circle bhuj","0","0","Bhuj City","0000-00-00","900","","------","----------","--------","--------",
"494","swad cash n carry","-------","","Jubilee circle opp akashwani kendra bhuj","0","0","Bhuj City","0000-00-00","1400","","sunnny","-------","sunny","-------",
"495","prem gift","--------","","Waniyawad  main road bhuj","0","0","Bhuj City","0000-00-00","600","","-------","--------","------","------",
"496","shreyans","-------","","Waniyawad main road","0","0","Bhuj City","0000-00-00","400","","shreyans","-------","shreyans","-------",
"497","shivam","----","","Chati bari ring road bhuj","0","0","Bhuj City","0000-00-00","400","","shivam","-------","shivam","-------",
"498","modren store","","","E 34 pergati bazaar basement kapoorthala lucknow","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","600","","","","Mr gourav","09935219600",
"499","dolls in london","0522 3010088","","223_224 2nd floor sarara ganj mall hazratganj","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","450","","","","Mr hervinder","0522 4010088",
"500","button house","","","46 halwasia market hazratganj","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","50","","","","faheem khan","09384593944",
"501","little house","05224066600","","40 hazrat ganj lucknow","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","1000","","","","Mr umair","09559628648",
"502","Hallmark","","","Shop no 39 shred plaza lohiya Hagar Tirana vikas nagar","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","600","","","","Mr mahinder","0945555065",
"503","Mamma & Me","","","U-8, krshna plaza, Near Old chowgule college, Gogol, margao - goa","0","0","Madgaon","2014-10-15","400","","Lavi Garg","9604785284","Lavi Garg","9604785284",
"504","Agarwal gift","","","Purania aliganj","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","150","","","","Mr vk agarwal","07275265550",
"505","tinny toys 2","","","Patarkarpuram gomtinagar lucknow","0","0","Hazarthganj / Chowk / Naka / Lalbaug","0000-00-00","500","","","","Mr montu","09415159537",
"506","Baybee shoppee (Miyapur)","66048554","","Plot.4&5,Beside Athidhi Restaurant,Miyapur main Road, Miyapur,Hyd","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","1500","","Venu","9393432266","Ramesh,Ashiu","66048554",
"507","New kalaEmporium","011-23843317","","161-d,kamla ngr Delhi","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","subhash gupta","9899550539","subhash gupta","09716143596",
"508","Deepak store","011-45604889","sandeep8562915@gmail.com","E-23,kamla ngr,near vaishno chaat bhandar,Delhi","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","sandeep gupta","9810234075","sandeep gupta","9810234075",
"509","Toy Fort","011-23842389","piyush@toyfort.in","99-e,kamla ngr Delhi","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","S k gupta","986845515","s k gupta","98455175",
"510","Md gallery","8010896747","","Shop no13,al mkt shalimar bath, delhi","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","murli dhar","9911312603","Murli dhar","9911312603",
"511","Tayal stationers","9810331277","","Al-141,shalimar Bagh delhj","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","Manoj kr gupta","9810331277","Manoj kr gupta","9810331277",
"512","new Novelty  Toys","9175216768","vishalcoolbafna1234@gmail.com","Dahanukar  Colony Hemant  Shrew. Soc. Kothrood","0","0","KOTHRUD","0000-00-00","200","","Vishal  Bafna","9175216768","Vishal  Bafna","9175216768",
"513","Little Treasures","2222512","ranjeev.batra@yahoo.in","28&29,  kamat Arcade, block a, tambdi mati, st. Inez, panaji, goa.","0","0","Panjim","1962-02-28","850","","Elvina Batra","9860062794","Elvina Batra","9860062794",
"514","baccha party","8866466668","bacchapartytoys@yahoo.com","Shop no 1 ground floor holiday corporate square amin Mary rajkot 360005","0","0","Rajkot - City","0000-00-00","500","","kashyap","8866466664","kashyap","8866466668",
"515","maya  Toys & Gift","7709088881","kishankeer8888.kk@gmail.com","Shop No. 13, Shivrudra Soc. D.P. Road, Near Ashish. Garden, Kothrood Pune.","0","0","KOTHRUD","0000-00-00","0","","Kishan","7709088881","kishan","8888584707",
"516","laxmi bros","011-27444370","sterlingsanjaygupta@gmail.com","F-1441 model town2","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","samrat ashok","9810481776","samrat ashok","9810481776",
"517","Dhanlaxmi  Varities","9921855579","","Rachna. Shilp Near Guru Ganesh Hagar. New D. P. Road, kothrood, Pune","0","0","KOTHRUD","0000-00-00","0","","Dhanraj","","Dhanraj  Chaudhary","9921855579",
"518","Shravan Toys C/O Bombay Bazar","2421389","shranvantoys@yahoo.com","18th June road, panjim, goa","0","0","Panjim","1969-05-15","150","","Ramesh","9373581008","Ramesh","9422638903",
"519","My Choice stationary","02025305099","ghevar.choudhary1994@gmai.com","Kumar parisar E1shop 9 mahatma soc.Gandhi bhaven kothrud Pune","0","0","KOTHRUD","0000-00-00","310","","c p chouhary","09822373919","g c choudhary","09960007928",
"520","Sankhalkar & Sons","2228684","","GS -2, rani pramila arcade 18th June road panjim, goa.","0","0","Panjim","1966-03-16","150","","Subhash","9765199333","Subhash","9765199333",
"521","Denesh  Sports","9823392674","","Mahaveer Chamber. S. No. 37/2 Erandawane Paud  Phata Pune","0","0","KOTHRUD","0000-00-00","250","","Denesh","9823392674","Denesh","9823392674",
"522","Mataji","9766070020","","Shop No. 2Soba Sahawas Bld. Karve Hagar Pune","0","0","KOTHRUD","0000-00-00","200","","Jeetu","9766070020","Jeetu","9766070020",
"523","Toyzberry","","","2256, sahakara Hagar, kodigehalli main road, Bangalore.","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","450","","ahmed","8867640802","syed zamir ahmed","8867640802",
"524","Kids Zone","25209151","","Shop No. 22Kakde Plaza,Opp. Kakde City Karve nagar","0","0","KOTHRUD","0000-00-00","300","","Umesh Meher","9225572291","Umesh Meher","9225572291",
"525","shobha Hyper Mart","","","Nimeshamba square, talakaveri layout, amruthahalli main road, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","1500","","Ashraf","9945829759","Ramshad","9945829759",
"526","Asian toys","011-47036080","","K-16285,kolha pur road,kamla ngr delhi","0","0","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0000-00-00","0","","Harmeet singh","011-47036080","sanmeet singh","9871609607",
"527","Affection branch /snagar","","affection0to14@yahoo.com","F-550, nitya pushpa, f block, 80 feet road, sahakarnagar, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","1200","","mrunal","9845141544","prajwal","9945423344",
"528","baby toys","2225054","","Municipal chwok dhebar road rajkot","0","0","Rajkot - City","0000-00-00","900","","sanjay","9428204113","sanjay","9428204113",
"529","simandhar store","3043157","","4- kuber classic complex Dr yagnik road opp hotel rajdoot rajkot","0","0","Rajkot - City","0000-00-00","700","","manish","9427732040","bhura/sandip","8866065949",
"530","wonder world","2229286","","21/22 m g market jubilee road rajkot","0","0","Rajkot - City","0000-00-00","500","","kamlesh","9825479280","kamlesh","9825479280",
"531","shreenathji prakashan","9825155314","","Kalawad road opp saint Marys school a-6 panchnath complex rajkot.","0","0","Rajkot - City","0000-00-00","600","","sameer","9428004605","sameer","9428004605",
"532","seasons square","2478799","seasonssquare@hormail.com","West coast international amin marg  rajkot","0","0","Rajkot - City","0000-00-00","4000","","dhaval","9426998799","dhaval","9426998799",
"533","raj fun & learn","8401952226","","Shop no 2 destination plus before talwakar gym rajkot.","0","0","Rajkot - City","0000-00-00","600","","farzana","9924211552","farzana","9924211552",
"534","khooshis","2588499","","Dwarkesh shop no 3 upper level oppbsatnam child care uni road rajkot","0","0","Rajkot - City","0000-00-00","600","","tejas","9428251698","tejas","9428251698",
"535","Balaji kids fashion andgift","","","Plot no, D/62,Sector 7,C,D,A cuttack","20.4726937","85.8383357","Cuttack - City","0000-00-00","0","","","","Sunita Agrawal","9861370706",
"536","school zone","--------","","Amin Mary Rajkot","0","0","Rajkot - City","0000-00-00","500","","","","mayur","9825420625",
"537","sweet angles","3092718","","Sunny plaza opp nutan Hagar hall kotecha main road rajkot","0","0","Rajkot - City","0000-00-00","800","","nilesh","9825686709","nilesh","9825686709",
"538","Ajit S Gad","2253096","","Shop no.20, Municipal market, mapusa goa.","0","0","Mapsa","1964-02-09","400","","Rajshree","7798781883","Rajshree","7798781883",
"539","Loja Shamu","2264794","lojashamu@gmail.com","Shop 22, municipal market, mapusa, goa","0","0","Mapsa","1967-04-17","200","","Mahesh","9850451515","Mahesh","9850451515",
"540","Wonderland","2413713","","Mission road cuttack","20.4759515","85.8700097","Cuttack - City","0000-00-00","0","","","","nitin","9437120150",
"541","Poshak Enterprises","2262227","poshak_goa@rediffmail.com","Cosmos Darshan, motor, mapusa, bardez- goa","0","0","Mapsa","1980-03-29","0","","Pravin","9923480717","Pravin","9923480717",
"542","Damu Vishnu Naik & Sons","","dattabmw@gmail.com","Shop no.17, Cosmos centre, mapusa, Goayy","0","0","Mapsa","1977-10-06","450","","Dattaprasad","9822164152","Dattaprasad","9822164152",
"543","krezy kids","25438319","","4_5Avadpuri, Opp.Maruti Temple, Karve Road","0","0","KOTHRUD","0000-00-00","250","","S.S. Hariyani","25438319","Tirath Advani","25438319",
"544","Kridsy  kids","25438319","","45Avadpuri, opp.maruti Temple, KarveROAD","0","0","KOTHRUD","0000-00-00","250","","S. S.Haraniyani","25438319","Tirth Advani","25438319",
"545","Toy Land (Abids)","24755217,40047994","toyland@ymail.com","4-1-969,Abide Main Road, opp,Santosh spans Theatre Hyd,","0","0","K P H B Colony/ V V Nagar / Nizampet/ Madinaguda/ Miyapur","0000-00-00","1000","","Shanker lal","40047994","shanker lal","24755217",
"546","B. P. Enterprises","2417027","parshuphal@gmail.com","Opp. Goa urban bank, b. B. Borkar road, Alto-Porvorim, bardez- goa","0","0","Mapsa","1953-07-27","700","","Parshuram","9423061567","Parshuram","9423061567",
"547","Tayal stationers","9810331277","","Al-141,shalimar bath,delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Manoj kr gupta","9810331277","Manoj kr gupta","9810331277",
"548","Md gallery","9911312603","","Shop no.13,A l Mkt ,shalimar Bagh Delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Murli dhar","8010896747","Murli dhar","8010896747",
"549","Bhatia gift corner","011-27321705","","Shop no.1,m p MKT,pitam pura,delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Sudesh bhatia","9868810690","sudesh bhatia","9868810690",
"550","Laxmi toys and gift shop","011-27326629","","Shop no.15,m p MKT,pitam pura,delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Naresh kr","9818252067","Naresh kr","9818252067",
"551","Step Inn","8805880887","vinu_checkinn@yahoo.com","Opp. Saraswate bank, k. T. C. Road, alto porvorim, goa","0","0","Mapsa","1964-02-07","150","","Vinda Nagvekar","8805880887","Vinda Nagvekar","8805880887",
"552","Harsh store","9810933662","","Shop no.24,g d MKT,pitam pura,delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","dont no","9810933662","bablu","9810933662",
"553","up 2 Date","9811985774","","66,harsh Bihar,(chowk),pitam pura,Delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","vicky","8527154510","parth","9811985774",
"554","Student selection","7838080940","","Shop no.30,d-block mkt,pushpanjali Enclave Delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","B k duggal","7838080940","Bk duggal","7838080940",
"555","student gift shop","9818014156","","Shop no.37,1st floor,d block mkt,pushpanjli Enclave delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","dont no","9818014156","dont no","9818014156",
"556","Madan stores","011-27011440","","Shop no.11,d block mkt,pushpanjli enclave delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Madan","011-27011440","dont no","011-27011440",
"557","Arya uphar","011-27027160","","828,main bazaar rani bagh,Delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","A b gupta","9213739096","A b gupta","9213739096",
"558","Toy city","9899018643","","1075 shop no.3,gurjyot mkt,main mkt Ranjbagh delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Jassa","9899018643","Jassa","9899018643",
"559","Readymade plaza","011-27019200","","1199,main bazar Ranibagh,delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Tilak chawla","011-27019200","dont no","011-2729200",
"560","Funtoys","06742360007","","Shop no,G05 Pal heights, jaydev Bihar Bhubaneswar","20.2986476","85.8239612","Bhubaneshwar - City","0000-00-00","0","","","","Sourabh","9674757437",
"561","vidharthi collection","011-27018177","","Wz-11898,main bazar,rani bath delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","Jay gopal","011-27018177","Jay gopal","011-27018177",
"562","sanjay toys","9213401070","","668,Rishi ngr mainbazar ,ranibagh delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","0000-00-00","0","","sanjay","9213401070","sanjay","9213401070",
"563","Orrisa Cicrle Supply Co,","06742534949","","Master canteen Plot no108d Bhubaneswar","20.2693895","85.8397885","Bhubaneshwar - City","0000-00-00","0","","","","S Hanas","904020018",
"564","DPJP","2570910","dpjpbbsr@yahoo.com","10,Janpath, Satyanagar,Bhubaneswar","20.2809867","85.84352","Bhubaneshwar - City","0000-00-00","0","","","","Rajesh","9778348151",
"565","childcare","2573729","","11/B Satyanagar bhubaneswar","20.2809867","85.84352","Bhubaneshwar - City","0000-00-00","0","","","","d,p,ray","8908519885",
"566","Pick n play","011-45540909","","D-12158 sec 7 ,rohini delhi","0","0","Shalimar Baug/ Pitampura/ Rani Baug/ Saraswati Vihar/ Pushpanjali","1975-08-22","0","","sunil","9899142165","Sunil","9899142165",
